media_id,Media_vehicle
24394,Bus Shelter - Gate of Vidysagar College - Around Vidysagar College
24399,Bus Shelter - Infront of Laboni - Around Laboni
24402,Bus Shelter - Laboni - Around Laboni
24410,Bus Shelter - Opp. Vidyasagar Niketan Gate - Around Vidyasagar Niketan
24416,"Bus Shelter - Sonapatty, Kwality - Around Sonapatty"
24427,Unipole - Beleghata Entrance - Beleghata to EZCC
24428,Unipole - Beleghata Entrance - EZCC to Beleghata
24429,Unipole - Beleghata Sai Complex - Around Beleghata Sai Complex
24430,Unipole - Beleghata Sai Complex - Around Beleghata Sai Complex
24474,Unipole - AJC Bose Road  Shakespeare Sarani Xing - Mullik Bazar to AJC Bose Road
24475,Unipole - AJC Bose Road - Woodburn Road - AJC Bose Road to Elgin Road
24476,Unipole - AJC Bose Road Opp. HHI - AJC Bose Road to Elgin Road
24490,Unipole - Camac Street AJC Bose Road Xing - Camac Street to AJC Road
24491,Unipole - Camac Street AJC Bose Road Xing - Camac Street to AJC Road
24492,Unipole - Camac Street Computer Point - AJC Road to Camac Street
24493,Unipole - Camac Street Nizam Place - Camac Street to Nizam Place
24494,Unipole - Camac Street Opp. Petrol Pump - Theater Road to Camac Street
24495,Unipole - Camac Street Santiniketan Building - Theater Road to Camac Street
24496,Unipole - Chowringhee Opp. P. C. Chandra - Hazara to Chowranghee
24497,Unipole - Chowringhee Road - Around Chowringhee Road
24498,Unipole - Chowringhee Road - Around Chowringhee Road
24499,Unipole - Park Street - Around Park Street
24500,Unipole - Dalhousie Opp. Tea Board - Howrah to Dalhousie
24519,Unipole - Ho-Chi-Min Sarani Opp. Tata Centre - Park Street to Tata Centre
24520,Unipole - Indian Exchange Place Opp. Tea Board - BBD Bagh to Mahatma Gandhi Road
24522,Unipole - Manicktala APC Road - Shyam Bazar to Manicktala
24523,Unipole - Middleton Street Camac Street - Vardan Market to Camac Street
24528,Unipole - Moulali Crossing - Esplanade to Moulali
24529,Unipole - Moulali Crossing Beside NRS Compound - Sealdeh to Moulali
24530,Unipole - Moulali Crossing - Sealdeh to Moulali
24531,Unipole - Moulali Xing - Sealdeh to Moulali
24532,Unipole - Park Circus - Around Park Circus
24533,Unipole - Park Steet Opp Park Hotel - Chowranghee to Park Street
24534,Unipole - Park Street - J. L. Nehru Road Xing - Esplanade to Park Street
24535,Unipole - Park Street - J. L. Nehru Road Xing - Esplanade to Park Street
24536,Unipole - Park Street Camac Street - Around Park Street
24537,Unipole - Park Street Free School Street Xing - Mullik Bazar to Park Street
24538,Unipole - Park Street Mullick Bazar - Park Hotel to Mullik Bazar
24539,Unipole - Park Street Mullick Bazar - Park Hotel to Mullik Bazar
24540,Unipole - Park Street Mullick Bazar - Park Hotel to Mullik Bazar
24541,Unipole - Park Street Mullick Bazar - Park Hotel to Mullik Bazar
24542,Unipole - Park Street Near Park Circus Post Office - Park Street to Park Circus
24543,Unipole - Park Street Near Park Circus Post Office - Park Street to Park Circus
24544,Unipole - Park Street Opp. Post Office - Park Street to Park Circus
24545,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24546,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24547,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24548,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24549,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24550,Unipole - Park Street Rowdon Street - Park Circus to Park Street
24553,Unipole - Rabindra Sadan Crossing - Hazara to Rabindra Sadan
24554,Unipole - Rabindra Sadan Crossing - Hazara to Rabindra Sadan
24555,Unipole - Rabindra Sadan Crossing - Hazara to Rabindra Sadan
24556,Unipole - Russel Street Middleton Street - Vardan Market to Russel Street
24558,Unipole - Syed Amir Ali Avenue - Beckbagan to Park Circus
24559,Unipole - Syed Amir Ali Avenue - Beckbagan to Park Circus
24560,Unipole - Syed Amir Ali Avenue - Beckbagan to Park Circus
24561,Unipole - Syed Amir Ali Avenue Opp. CCFC - Ballygunge to Park Circus
24562,Unipole - Tata Centre - Chowranghee to Park Street
24563,Unipole - Theatre Road - Camac Street - Theatre Road to Camac Street
24564,Unipole - Theatre Road AC Market - Kala Mandir to Theater Road
24565,Unipole - Theatre Road Rowdown Stree Xing - Kala Mandir to Theater Road
24602,Billboard - AJC Bose Road Flyover - Park Circus to AJC Bose Road
24627,Billboard - Park Circus 7 point xing - Around Park Circus 7 point Crossing
24628,Billboard - Park Circus 7 point xing - Around Park Circus 7 point Crossing
24629,Billboard - Park Street opp. AG tower - Around AG tower
24630,Billboard - Park Street Entry - Around Park Street Entry
24631,Billboard - Park Street Entry - Around Park Street Entry
24704,Billboard - Sealdah Flyover OPP. Big Bazar -  Rajabazar to Sealdah Flyover
24705,Billboard - Sealdah Flyover - Rajabazar to Sealdah Flyover
24706,Billboard - Sealdah Flyover - Moulali to Sealdah Flyover
24742,Billboard - Bentinck Street - Around Dalhouse Crossing
24743,Billboard - C.R.Avenue / M.G.Road Xing - Esplanade to M.G.Road
24744,Billboard - C.R.Avenue / M.G.Road Xing - Howrah to M.G.Road
24745,Billboard - Lenin Sarani - Esplanade to Lenin Sarani
24756,Billboard - Park Street Opp Park Hotel - Around Park Steert
24757,Billboard - Park Street Loudon Street Xing - Around Park Steert
24758,Billboard - Camac Street AJC Bose Road Xing - Around Camac Steert
24759,Billboard - Minto Park AJC Bose Road Xing - Around Minto Park
24764,Billboard - theatre Road Roudon Street Xing - Kola Mandir to Theater Road
24765,Billboard - Park Circus 7 Point Xing - Around Park Circus 7 Point Xing
24772,Billboard - theatre Road Loudon Street Xing - Around Theatre Road Loudon Street Xing
24773,Billboard - theatre Road Loudon Street Xing - Around Theatre Road Loudon Street Xing
24774,Billboard - theatre Road Loudon Street Xing - Around Theatre Road Loudon Street Xing
24775,Billboard - Chowringhee Jeevan Deep Xing - Around Chowringhee Jeevan Deep Xing
24776,Billboard - Chowringhee Jeevan Deep Xing - Around Chowringhee Jeevan Deep Xing
24784,Billboard - AJC Bose Road Zeeshan Xing - Around AJC Bose Road
24786,Billboard - Park Circus - 7 Point to Science City
24787,Billboard - Park Circus - Science City to 7 Point
24825,Billboard - Sealdah Opp Big Bazar - Around Sealdah
24827,Billboard - Manicktala Xing - Manicktala to Kankurgachi
24828,Billboard - Manicktala - Manicktala to Grish Park
24829,Billboard - Manicktala - Manicktala to Kankurgachi
24872,Billboard - Central Metro - Central Metro to Bow Bazar
24873,Billboard - C R Avenue G C Avenue Xing - C R Avenue to Central Metro
24874,Billboard - C R Avenue G C Avenue Xing - C R Avenue to Esplanade
24875,Billboard - Park Street Chowringhee Xing - Around Chowringhee Xing
24924,Billboard - Poddar Court tirhati Market - Around Poddar Court
24925,Billboard -  Poddar Court tirhati Market - Around Poddar Court
24926,Billboard -  Poddar Court tirhati Market - Around Poddar Court
27043,Billboard - AJC Bose Road  - Race Course
24937,"Billboard - AJC Bose Road, Lee Road Crossing - Around Alipore Lalbatti"
24954,Billboard - Elgin Road Lee Road Crossing - Around Lee Road Crossing
24955,Billboard - Elgin Road Lee Road xing - Around Rajpur Muncipality
24971,Billboard - Minto Park - Mullick Bazar to park street
24972,"Billboard - Park Street, Mullick Bazar Crossing - AJC to Park Street"
24973,Billboard - Park Street - Around Rowdon Street
24974,Billboard - Park Street Rowdon Sstreet - Around Rabindra pg crossing
24975,Billboard - Rabindra Sadan - Around Rabindra pg crossing
24976,Billboard - Rabindra Sadan - Around Rabindra pg crossing
24977,Billboard - Rabindra Sadan - Airport to Rajarhat
24980,Foot Over Bridge - Sealdah - sealdah station  to city
24981,Foot Over Bridge - Sealdah - South City to Anwar shah Road
24989,Billboard - Chand Paul Ghat - Around purboi Cinema
24998,Billboard - Park Circus Seven Point Crossing - Around park circus 7 point crossing
25027,Billboard - AJC Bose Road flyover - Race Course to AJC Bose Flyover
25052,Billboard - Sealdah Chabighar Cinema - College Street to Sealdah
26370,Billboard - Minto Park Crossing - Exide
26579,Piller Wrap - Opposite Park Street Metro Station - Park Street Crossing
26620,Billboard - Park street crossing - Indian Museum
26628,Billboard - Chandni Chowk Metro - Dharmatala
26633,Pillar Wrap - Opposite Park Street Metro Station - Park Street Crossing
26635,Pillar Wrap - Below AJC Bose Road Flyover - Red Road
26636,Billboard - Chandni Chowk Metro - Around Chandni Chowk Metro Station
26640,Billboard - Park street crossing - VICTORIA MEMORIAL
26643,Billboard - CR Avenue - BB Ganguly Street
26649,Pillar Wrap - Opposite Park street Metro Station - Park Street crossing
26681,Billboard - AJC Bose Road flyover - Red Road
26725,Billboard - Park street crossing - EDEN GARDENS
26739,Billboard - Chandni Chowk Metro - Chandni Chowk
26740,Billboard - Park Circus crossing - Around Circus Maidan
26764,Billboard - AJC Bose Road Flyover - Red Road
26786,Billboard - Chandni Chowk Metro - Chandni Chowk
27047,Billboard - AJC Bose Road  - Race Course
28319,Billboard - PARK STREET XING - ESPLANADE
27842,Billboard - 4no Bridge Topsia - Topsia Crossing
27046,Billboard - AJC Bose Road  - Race Course
27244,Billboard - 4no Bridge Topsia - Topsia Crossing
27587,Billboard - CR Avenue - BB Ganguly Street
27588,Billboard - CR Avenue - BB Ganguly Street
27744,Billboard - CR Avenue - Chandni
27821,Billboard - AJC Bose Road - Race Course
27825,Billboard - AJC Bose Road - Race Course
27840,Billboard - 4no Bridge Topsia - Topsia Crossing
28307,Billboard - 4no Bridge Topsia - Topsia Crossing
28329,Billboard - CR Avenue - DHARMATALA
15835,Billboard - Lake Town VIP Crossing  - Airport to VIP Road
15851,Billboard - Ultadanga - Railway Station to CIT Road
15939,Billboard - VIP Kestopur - VIP Road to Airport
15962,Billboard - Baguiati  - Airport to VIP Road
26787,Billboard - Sallake - ITC Sonar
28294,Billboard - Sallake - DLF IT PARK
15773,Billboard - Salt Lake At City Centre   - Metropolitan to Salt Lake
15774,Billboard - Salt Lake At City Centre   - Salt Lake to Metropolitan
15777,Billboard - VIP Road Near Baguihati  - VIP Road to Airport
15778,Billboard - VIP Road Near Keshtopur  - Airport to VIP Road
15826,Billboard - Salt Lake Karunamoyee Xing  - Salt Lake to Metropolitan
15828,Billboard - Ultadanga Hudco Xing  - CIT Road to Railway Station
15834,Billboard - VIP Road near Big Bazar - VIP Road to Airport
15836,Billboard - VIP Road Kestopur - VIP Road to Airport
15837,Billboard - VIP Road Kestopur - Airport to VIP Road
15842,Unipole - Saltlake Columbia Asia  - Metropolitan to Salt Lake
15864,Unipole - Sec V Nayapatty  - Salt Lake to Metropolitan
15874,Billboard - Saltlake - Metropolitan to Salt Lake
15877,Led - Karunamoyee  - Salt Lake to Metropolitan
15884,Led - Nicco Park - Metropolitan to Salt Lake
15898,Billboard - Kankurgachi  - Around Kankurgachi 
15910,Billboard - Salt Lake City Centre Entry Gate  - Salt Lake to Metropolitan
15914,Billboard - VIP Bazar facing traffic from Ruby Hospital  - VIP Road to Airport
15915,Billboard - VIP Road  - Airport to VIP Road
15930,Billboard - Santragachi Near Station - Around Santragachi
15935,Billboard - Salt Lake City centre - Metropolitan to Salt Lake
15936,Billboard - Salt Lake  - Salt Lake to Metropolitan
15946,Billboard - Salt Lake Stadium - Metropolitan to Salt Lake
15947,Billboard - Salt Lake Stadium - Salt Lake to Metropolitan
15948,Billboard - Ultadanga - CIT Road to Railway Station
15963,Billboard - Kaikhali - VIP Road to Airport
28222,Billboard - Sallake - EM Bypass
19740,Led - PNB - Bypass to PNB
28299,Billboard - EM Bypass - ITC Sonar
28321,Billboard - EM Bypass - Chingrighata
28322,Billboard - EM Bypass - Chingrighata
28311,Unipole - EM Bypass - SCIENCE CITY
24351,Pole Kiosks - ABN Amro Island to CA Island - ABN Amro Island to CA Island
24352,Pole Kiosks - ADBD Island - Around ADBD Island
24353,Pole Kiosks - Amul Island to Beleghata - Amul Island to Beleghata
24356,Pole Kiosks - Beleghata AMRI - Around Beleghata AMRI
24357,Pole Kiosks - CA to ABN - CA to ABN
24358,Pole Kiosks - Central Park to GC Island - Central Park to GC Island
24359,Pole Kiosks - City Centre to B. D. College - City Centre to B. D. College
24361,Pole Kiosks - Karunamoyee - Around Karunamoyee
24367,Pole Kiosks - Poura Bhawan to ABN - Poura Bhawan to ABN
24376,Bus Shelter - Salt Lake City Centre - Around Salt Lake
24378,Bus Shelter - Ultadanga - Around Ultadanga
24380,Bus Shelter - 1st Avenue 4 No. Tank - Around 1st Avenue 4 No. Tank
24381,Bus Shelter - 2 No. Tank - Around 2 No. Tank
24382,Bus Shelter - 4 No. Tank opp. INIFD - Around 4 No. Tank
24383,Bus Shelter - 9 No. Tank - Around 9 No. Tank
24384,Bus Shelter - AMRI - Around AMRI
24386,Bus Shelter - B. D. Market - Around B. D. Market
24387,Bus Shelter - Baisakhi - Around Baisakhi
24388,Bus Shelter - Bidhannagar College - Around Bidhannagar College
24389,Bus Shelter - Central Park - Around Central Park
24390,Bus Shelter - City Centre - Around City Centre
24392,Bus Shelter - EZCC - Around EZCC
24393,Bus Shelter - G. D. Island - Around G. D. Island
24396,Bus Shelter - Infront of Aanandalok Hospital - Around Aanandalok Hospital
24398,Bus Shelter - Infront of Bidhannagar - Around Bidhannagar
24400,Bus Shelter - Karunamoyee - Around Karunamoyee
24401,Bus Shelter - Kwality - Around Kwality
24404,Bus Shelter - Netaji Island - Around Netaji Island
24405,Bus Shelter - Opp. AMRI - Around AMRI
24407,Bus Shelter - Opp. Ezcc - Around Ezcc
24409,Bus Shelter - OPP. W.B.C.H. Secondary Education - Around W.B.C.H.
24411,Bus Shelter - Opp. W.B.C.H. Secondary Education - Around W.B.C.H.
24413,Bus Shelter - PNB Island - Around PNB Island
24414,Bus Shelter - Quality Bachpan School - Around Quality Bachpan School
24415,Bus Shelter - Salt Lake City Centre Bus Stand - Around City Centre Bus Stand
24417,Unipole - 4 No. Tank Island - EM Bypass to Baisakhi
24418,Unipole - 4 No. Tank Island - EM Bypass to Baisakhi
24419,Unipole - ABN Amro Island - ABN Amro Island to Nicco Park
24420,Unipole - ABN Amro Island - ABN Amro Island to Nicco Park
24421,Unipole - ABN Amro Island - ABN Amro Island to Nicco Park
24422,Unipole - ABN AMRO Island - ABN Amro Island to Nicco Park
24423,Unipole - ABN Amro Island - ABN Amro Island to Nicco Park
24424,Unipole - Amul Island - Beleghata to Island
24425,Unipole - Amul Island - Nicco Park to Stadium
24426,Unipole - Amul Island - Nicco Park to Stadium
24431,Unipole - CA Island - EM Bypass to Telephone Bhawan
24432,Unipole - CA Island - EM Bypass to Telephone Bhawan
24433,Unipole - CA Island - EM Bypass to Telephone Bhawan
24434,Unipole - CA Island - EM Bypass to Telephone Bhawan
24435,Unipole - CA Island - EM Bypass to Telephone Bhawan
24436,Unipole - Central Park - Karunamayee to Central Park
24437,Unipole - Central Park - Beleghata to Central Park
24438,Unipole - Central Park - Central Park to Beleghata
24439,Unipole - Central Park - Karunamayee to Central Park
24440,Unipole - Central Park - Karunamayee to Central Park
24441,Unipole - Central Park - Karunamayee to Central Park
24444,Unipole - EZCC Island - Nicco Park to Bengal Chemical
24445,Unipole - EZCC Island Beautification - Nicco Park to Bengal Chemical
24446,Unipole - EZCC Island - Nicco Park to Bengal Chemical
24447,Unipole - G. C. Island - EM Bypass to Centre Park
24448,Unipole - G. C. Island - EM Bypass to Centre Park
24449,Unipole - G. D. Island - EM Bypass to Centre Park
24450,Unipole - G. C. Island - EM Bypass to Centre Park
24451,Unipole - G. C. Island - EM Bypass to Centre Park
24452,Unipole - G. C. Island - EM Bypass to Centre Park
24453,Unipole - G. C. Island - EM Bypass to Centre Park
24454,Unipole - G. C. Island - EM Bypass to Centre Park
24455,Unipole - Islaand - EM Bypass to Centre Park
24456,Unipole - Island - EM Bypass to Centre Park
24457,Unipole - Nicco Park - Nicco Park to Stadium
24458,Unipole - Nicco Park - Nicco Park to Stadium
24459,Unipole - PNB - Nicco Park to IT Park
24460,Unipole - PNB Island - Nicco Park to IT Park
24461,Unipole - PNB Island - Nicco Park to IT Park
24462,Unipole - PNB Island - Nicco Park to IT Park
24463,Unipole - PNB Island - Nicco Park to IT Park
24464,Unipole - PNB Island - Nicco Park to IT Park
24465,Unipole - PNB - IT Park to Nicco Park
24466,Unipole - PNB - IT Park to Nicco Park
24467,Unipole - PNB - IT Park to Nicco Park
24468,Unipole - PNB - IT Park to Nicco Park
24469,Unipole - PNB - IT Park to Nicco Park
24470,Unipole - PNB - IT Park to Nicco Park
24471,Unipole - Salt Lake - IT Park to Nicco Park
24472,Unipole - Salt Lake PNB Island - IT Park to Nicco Park
24473,Unipole - Salt Lake SAI Complex - IT Park to Nicco Park
24521,Unipole - Kankurgachee xing - Around Kankurgachee xing
24714,Unipole - Salt Lake Central Park - Around Salt Lake Central park
24715,Unipole - Salt Lake Central Park - Around Salt Lake Central park
24716,Billboard - E.M.Bypass Chingrighata Xing - Science City to E.M.Bypass
24717,Billboard - E.M.Bypass Chingrighata Xing - Science City to E.M.Bypass
24718,Billboard - E.M.Bypass Chingrighata Xing - Nicco Park to E.M.Bypass 
24719,Billboard - E.M.Bypass Chingrighata Xing - Nicco Park to E.M.Bypass
24720,Billboard - E.M.Bypass Chingrighata - Nicco Park to E.M.Bypass
24721,Billboard - E.M.Bypass Chingrighata Xing - Ultadanga to E.M.Bypass
24722,Billboard - E.M.Bypass Metropolitan - Chingrighata to E.M.Bypass
24723,Billboard - E.M. Bypass Metropolitan - Chingrighata to E.M.Bypass
24724,Billboard - E.M. Bypass Metropolitan - Chingrighata to E.M.Bypass
24725,Billboard - E.M.Bypass Metropolitan - Science city to E.M.Bypass
24726,Billboard - E.M. Bypass Metropolitan - Science city to E.M.Bypass
24727,Billboard - E.M. Bypass Metropolitan - Science city to E.M.Bypass
24728,Billboard - E.M. Bypass Metropolitan - Chingrighata to E.M.Bypass
24729,Billboard - E.M. Bypass Hyatt Xng - Chingrighata to E.M. Bypass 
24730,Billboard - E.M.Bypass VIP Bazaar - Ruby to E.M.Bypass VIP Bazaar
24731,Billboard - topsia Marutibagan - 4 No Bridge to Topsia Marutibagan
24741,Billboard - Salt Lake City Centre - Around Inox
24794,Billboard - topsia thar Marble Xing - Park Circus to thar Marble
24795,Billboard - topsia thar Marble Xing - Science City to thar Marble
24796,Billboard - topsia thar Marble Xing - Science City to thar Marble
24797,Billboard - Sanjhachulla Bridge - Sanjhachulla to Science City
24798,Billboard - Sanjhachulla Bridge - Sanjhachulla to Science City
24799,Billboard - Chingrighata - Chningrighata to Science City
24800,Billboard - Chingrighata - Chningrighata to Sec- V
24801,Billboard - Chingrighata - Chningrighata to Science City
24802,Billboard - EM Bypass Chingrighata - Around Chingrighata
24803,Billboard - Chingrighata - Chingrighata to Hyatt
24804,Billboard - EM Bypass tagore Park - Ruby to Science City
24805,Billboard - EM Bypass tagore Park - Science City to Ruby
24806,Billboard - Opp Mani Square Mall - Around Mani Square Mall
24807,Billboard - E M Bypass Duttabad - Duttabad to Mani Square
24808,Billboard - EM Bypass Opp. Appolo - Around EM Bypass
24833,Billboard - EM Bypass Beleghata Xing - Around Beleghata Xing
24834,Unipole - Salt Lake Broadway Entry - Around Salt Lake
24835,Unipole - Salt Lake Broadway Exit - Around Salt Lake
24836,Billboard - Saltlake City Center Entry Point - Around Salt Lake
24837,Billboard - Saltlake City Center - Mall to Salt Lake
24838,Billboard - Saltlake City Center - Salt Lake to Mall
24839,Billboard - Saltlake Sec-V SDF - Around Salt Lake
24840,Billboard - Opp. technopolis - technopolis to Sec- V
24882,Billboard - Opp. Hiland Park - Around Hiland Park
24919,Billboard - E M Bypass Sanjhachulla - Around Sanjhachulla
24932,Billboard - Chingrighata Xing - Around Chingrighata Xing
24985,Billboard - Bye Pass Chingrihata - Ultadanga to Bye pass
24986,Billboard - Bypass - Around Bypass
24987,Billboard - Bypass Chinghreeghata - Around Bypass Chinghreeghata
24988,Billboard - Bypass Chinghreeghata - Around ChandPaul ghat
24991,Billboard - E.M.Byass Chingreehata Crossing  - Around Chingreehata Crossing 
25005,"Billboard - E M Bypass, Near Sanjha Chulha - Ruby to Science City"
25006,Billboard - E M Bypass Beleghata Xing - Ultadanga to Chingrighata
25007,Billboard - E M Bypass Beleghata Xing - Ultadanga to Chingrighata
25008,Billboard - E M Bypass Beleghata Xing - Ultadanga to Chingrighata
25029,Billboard - EM Bypass - Ruby to Ultadanga
25030,Billboard - Bypass Fcg.Science City  - Science City to Ultadanga
25037,Billboard - Bengal Chemical (Mani Square) - Ultadanga to Beleghata
25041,Billboard - EM Bypass Highland Park - Ruby to Garia
25044,Billboard - EM Bypass - Chingrighata to Science City
25045,Billboard - EM Bypass - Chingrighata to Science City
25046,Billboard - topsia Xing - Park Circus to topsia
25059,Billboard - City Centre Opp. Inox  - City Centre to Karunamoyee
25060,Billboard - Salt Lake Karunamoyee Xing - Karunamoyee to Bypass
25061,"Billboard - E.M.Bypass Goutams Xing fcg Ultadanga, - Ultadanga to Goutam;s Xing"
25070,Billboard - EM Bypass Gautam Dhaba - Hudco to Goutam's
25071,Billboard - EM Bypass Gautams Dhaba - Kankurgachi to Goutam's
25072,Billboard - E M Byepass Salt Lake - Ultadanga to Salt lake
25073,Billboard - Saltlake Karunamoyee - Around Karunamoyee Island
25074,Billboard - EM Bypass Chingrighata Xing - Science City to Chingrighata
25076,Billboard - Saltlake Sector V - Airport to technopolis
25077,Billboard - Chingrighata Crossing  - Nicco Park to Chingrighata
26552,Billboard - EM Bypass - ITC Sonar
26577,Billboard - Saltlake SDF Building - College Mor
26581,Billboard - Chingrighata Flyover - ITC Sonar
26590,Billboard - EM Bypass - ITC Sonar
26621,Billboard - EM Bypass - ITC Sonar
26642,Billboard - EM Bypass - ITC Sonar
26653,Unipole - Salt Lake sector 5 - College Mor
26672,Unipole - Salt Lake sector 5 - Technopolis
28320,Billboard - EM Bypass - Chingrighata
27198,Billboard - EM Bypass - Chingrighata
27199,Billboard - EM Bypass - Chingrighata
27200,Billboard - EM Bypass - ITC Sonar
27242,Billboard - EM Bypass - Manisquare
27245,Billboard - Newtown - DLF IT PARK
28047,Billboard - E.M. Bypass - Ruby Hospital x'ing - Ruby X'ing
28226,Billboard - EM Bypass - ITC Sonar
28231,Billboard - EM Bypass - ITC Sonar
28235,Billboard - EM Bypass - ITC Sonar
28245,Billboard - Sallake - ITC Sonar
28253,Billboard - Newtown - TECHNOPOLIS
28256,Billboard - Sallake - TECHNOPOLIS
28257,Unipole - EM Bypass - SCIENCE CITY
28258,Billboard - EM Bypass - Chingrighata
28261,Billboard - Sallake - TECHNOPOLIS
28264,Billboard - Sallake - TECHNOPOLIS
28265,Billboard - EM Bypass - Chingrighata
28266,Billboard - EM Bypass - Chingrighata
28267,Billboard - EM Bypass - BYPASS DHABA
28268,Billboard - EM Bypass - BYPASS DHABA
28269,Unipole - EM Bypass - Chingrighata
28270,Unipole - EM Bypass - Chingrighata
28271,Unipole - EM Bypass - Chingrighata
28275,Billboard - Sallake - DLF IT PARK
28280,Billboard - Sallake - DLF IT PARK
28283,Billboard - Sallake - DLF IT PARK
28290,Billboard - Sallake - DLF IT PARK
28293,Billboard - Sallake - DLF IT PARK
15844,Billboard - Science city - EM Bypass to Ultadanga
15967,Billboard - Howrah Bridge - Burrabazar to Railway station
24709,Billboard - VIP Road Golaghata - Airport to VIP Road
24841,Billboard - VIP Road Kestopur - VIP Road to Ultadanga
24842,Billboard - VIP Joramandir - VIP Road to Ultadanga
24843,Billboard - VIP Baguihati Flyover - VIP Road to Airport
24844,Billboard - VIP Baguihati Flyover - VIP Road to Airport
25009,Billboard - VIP Kestopur Xing - Ultadanga to Airport
27215,Billboard - VIP Road - Haldiram
27240,Billboard - Baguihati Flyover - Airport
27602,Billboard - Shaymbazaar 5Point - Sealdah
28330,Unipole - VIP ROAD - BAGUIHATI
27241,Billboard - Baguihati - Airport
27601,Billboard - Shaymbazaar 5Point - R G Kar Hospital
15770,Billboard - Barasat Near Dak Bunglow More - Around Dak Bunglow
15771,Billboard - E M Bypass At leather Complex  - Ultadanga to EM Bypass
15772,Billboard - E M Bypass At Chingrighata Flyover - EM Bypass to Ultadanga
15785,Billboard - Dumdum Near No 11 A Bus Stand  - Airport to Dumdum
15799,Billboard - EM Bypass chingrighata fcg Science City - Ultadanga to EM Bypass
15800,Billboard - EM Bypass chingrighata fcg Science City - EM Bypass to Ultadanga
15801,Billboard - EM Bypass chingrighata fcg ultadanga - Ultadanga to EM Bypass
15829,Billboard - EM Bypass Metropolitan  - EM Bypass to Ultadanga
15830,Billboard - EM Bypass Metropolitan  - Ultadanga to EM Bypass
15831,Billboard - EM Bypass Metropolitan  - EM Bypass to Ultadanga
15833,Billboard - At Metropolitan - Ultadanga to EM Bypass
15839,Bridge Panel - GT Road - Around GT Road
15840,Bridge Panel - GT Road - Around GT Road
15841,Unipole - Jessore Road Lake - VIP Road to Lake Town
15847,Billboard - Mani Square Mall - Ultadanga to EM Bypass
15850,Unipole - Sec V chingrighata - EM Bypass to Ultadanga
15853,Billboard - Ambedkar bridge  - Ultadanga to EM Bypass
15854,Billboard - Airport Gate No. 3  - City to Airport
15858,Billboard - EM Bypass Stadium  - EM Bypass to Ultadanga
15859,Billboard - EM Bypass Stadium  - Ultadanga to EM Bypass
15865,Billboard - DumDum - Airport to Dumdum
15866,Unipole - Nagerbazar Flyover  - Dumdum to Jessore
15867,Unipole - Nagerbazar Flyover  - Jessore to Dumdum
15868,Bridge Panel - Nagerbazar Flyover  - Dumdum to Jessore
15873,Billboard - Tala Bridge - Sealdah to Shyambazar
15883,Led - EM Bypass Science City  - EM Bypass to Ultadanga
15891,Billboard - Byepass chingrighata - EM Bypass to Ultadanga
15904,Billboard - Opp.Hiland Park  - EM Bypass to Ultadanga
15912,Billboard - Shyambazar Five Point Crossing  - Shyambazar to Sealdah
15924,Billboard - chingrighata - Ultadanga to EM Bypass
15925,Billboard - EM Bypass Chingrighata - EM Bypass to Ultadanga
15932,Billboard - Dunlop PWD Road - PWD Road to Sonali Cinema
15937,Billboard - Airport VIP Road - Airport to City
15938,Billboard - Airport Road - City to Airport
15940,Billboard - On Basanti Highway - Ultadanga to EM Bypass
15941,"Billboard - On Basanti highway, Paglarhat - EM Bypass to Ultadanga"
15955,Billboard - AVISHIKTA - Ultadanga to EM Bypass
15971,Billboard - Shyambazar - Sealdah to Shyambazar
15974,Billboard - Shyambazar - Shyambazar to Sealdah
15979,Billboard - Khidderpore Bridge - Burrabazar to Railway station
15987,Foot Over Bridge - Lake Town - VIP Road to Lake Town
15989,Foot Over Bridge - Lake Town - VIP Road to Lake Town
19741,Led - Chingrihata - Ultadanga to EM Bypass
24345,Pole Kiosks - Grey Street to Hatibagan - Grey Street to Hatibagan
24354,Pole Kiosks - B. T. Road Chiria More - Around B. T. Road Chiria More
24355,Pole Kiosks - Barakpur Chiriamore - Around Barakpur Chiriamore
24360,Pole Kiosks - Kalyani - Around Kalyani
24362,Pole Kiosks - Khardah - Around Khardah
24364,Pole Kiosks - Lake Town - Around Lake Town
24365,Pole Kiosks - Malda Garden - Around Malda Garden
24368,Pole Kiosks - VIP Road Lake Town - Around VIP Road
24379,Bus Shelter - Lake Town - Around Lake Town
24385,Bus Shelter - Aranny Bhawan - Around Aranny Bhawan
24391,Bus Shelter - Dhaka Bus Stand - Around Dhaka Bus Stand
24395,Bus Shelter - Hayat Hotel - Around Hayat Hotel
24397,Bus Shelter - Infront of Bangladesh Bus Stand - Around Bangladesh Bus Stand
24403,Bus Shelter - Lake Town - Around Lake Town
24406,Bus Shelter - Opp. Aranya Bhawan - Around Aranya Bhawan
24408,Bus Shelter - Opp. Hotel Hyatt - Around Hotel Hyatt
24442,Unipole - E. M. Bypass Opp. AMRI - Around EM Bypass
24443,Unipole - E. M. Bypass Opp. AMRI - Around EM Bypass
24664,Billboard - APC Road Rajabazar xing - Sealdah to APC Road
